bbc_url_id	date	news_title	label
46526676	11 Oṣù Ọ̀pẹ̀ 2018	Ìdìbò ọdún 2019: Atiku Abubakar kò yóju síbi ìpàdé àjùmọse àláfíà	politics
48156264	4 Oṣù Ẹ̀bibi 2019	Èèyàn mẹ́ta pàdánù ẹ̀mí wọn nínú ìjàmbá ọkọ̀ akérò tó ya wọ ọjà ní Ibadan	nigeria
46498181	9 Oṣù Ọ̀pẹ̀ 2018	Iléesẹ́ ológun: Amẹrika, Italy ń tìwá lẹ́yìn láti sẹ́gun Boko Haram	world
51367640	4 Oṣù Èrèlè 2020	Community Policing: Onímọ̀ ètò ààbò ní kìí ṣe ojúṣe ọ̀gá ólọ́pàá láti dá ọlọ́pàá agbègbè sílẹ̀	nigeria
51172924	20 Oṣù Ṣẹ́rẹ́ 2020	Operation Amotekun: Atiku ní ẹ̀ṣọ́ alábòò Amọtẹkun yóò ṣ'èrànwọ́ lórí ètò ààbò tó mẹ́hẹ	nigeria
49037335	18 Oṣù Agẹmọ 2019	Oluwo: Inú ìwé kíkà ni ọja ọ̀la àwọn Fulani wà	entertainment
47375617	26 Oṣù Èrèlè 2019	Nigeria Election 2019: Saraki àti àwọn sẹ́nẹ́tọ̀ tó fẹ̀yìn gbálẹ̀ nínú ìdìbò ilé aṣòfin	politics
50400798	13 Oṣù Bélú 2019	APC Governors: Ẹ̀ka aláṣẹ́ ti já agbára gbà mọ́ ìgbìmọ̀ olùdarí APC lọ́wọ́	politics
47513284	11 Oṣù Ẹrẹ̀nà 2019	Ethiopian Airlines crash: Èèyàn 157 dèrò ọ̀run nínú bàálú tó já	africa
47302197	20 Oṣù Èrèlè 2019	Nigeria 2019 Elections: Ohun mẹ́rin tó jẹyọ nínú ọ̀rọ̀ Atiku níbi ìpàdé PDP	politics
51008122	6 Oṣù Ṣẹ́rẹ́ 2020	Amojúẹ̀rọ tó ń nu bàtà fi wá oúnjẹ òòjọ́	entertainment
47327845	22 Oṣù Èrèlè 2019	Nigeria 2019 Election: Fayoṣe ní EFCC ń wá owó Atiku bọ̀ wálé òun l'Ekiti	politics
51471159	12 Oṣù Èrèlè 2020	Ilaro Poly: Ààrẹ ẹgbẹ́ akẹ́kọ̀ọ́ ní ṣọ́ọ́ṣì ni òun ń lọ, àmọ́ òun tó bára òun nínú igbó fún ìbúra ẹgbẹ́ awo	nigeria
49094756	24 Oṣù Agẹmọ 2019	Ìwé ìrìnnà 'VISA' Amẹ́ríkà: PDP láwọn faramọ ìgbésẹ Amẹ́ríkà	world
49544803	1 Oṣù Owewe 2019	Bayelsa, Kogi Election: APC ní yóò jáwe olúbori	politics
51424682	8 Oṣù Èrèlè 2020	Bola Tinubu: Ìròyìn òfegè ni, Tinubu lóun ò pe Buhari ní alákatakítí ẹ̀sìn láéláé	politics
49779710	21 Oṣù Owewe 2019	Lizzy Anjorin vs Toyin Abraham: Àwọn àgbààgbà ẹgbẹ́ òṣèré tíátà fa ìbínú yọ	entertainment
48694333	19 Oṣù Òkúdu 2019	Ìtàn Mánigbàgbé: Ayinla Ọmọwura kò kàwé, àmọ́ ó kópa sí àgbéga orin àti èdè Yorùbá	entertainment
47761402	30 Oṣù Ẹrẹ̀nà 2019	Premier League: Man City ti fàgbà han Fulham pẹ̀lú 2-0	sport
46791288	8 Oṣù Ṣẹ́rẹ́ 2019	Yinka Ayefele fi orin ẹ ṣeun sẹ́nu lórí ilé orin tuntun rẹ̀	entertainment
46874140	15 Oṣù Ṣẹ́rẹ́ 2019	Brexit: Ọ̀rọ̀ kò yé wa mọ́!	world
47360937	26 Oṣù Èrèlè 2019	Election Update 2019: Àwọn aráàlú ń fapá jánú lórí ìdádúró tó bá kíka èsì ìbò ààrẹ	politics
47452843	5 Oṣù Ẹrẹ̀nà 2019	Champions league: Àwọn ẹgbẹ́ agbábọ́ọ̀lù wo ni yóò tẹ̀síwájú?	sport
46939455	21 Oṣù Ṣẹ́rẹ́ 2019	Olusegun Obasanjo: Ìjọba Ààrẹ Buhari kò yàtọ̀ sí ti Abacha	politics
49627705	8 Oṣù Owewe 2019	South Africa killings: Sanwo-Olu ní àwọn ọmọ Nàìjíríà tó gbẹ̀san ìkọlù àjòjì ní South Africa ti yọ ọmọ Nàìjíríà 5000 níṣẹ́ l'Eko	africa
51136690	16 Oṣù Ṣẹ́rẹ́ 2020	Fire: Ọkùnrin mẹ́fà àti obìnrin mẹrin ni wọ́n rí gbé jáde nínú ọkọ̀ akérò tó jóná	nigeria
50839084	19 Oṣù Ọ̀pẹ̀ 2019	Oyo: Ilé ẹjọ́ tó ga jù dá Seyi Makinde láre gẹ́gẹ́ bíi gómìnà ìpínlẹ̀ Ọyọ	politics
48447054	29 Oṣù Ẹ̀bibi 2019	Fire: Táńkà epo méjì tó forí gbárí ló fa sábàbí iná ọ̀hún	nigeria
51193739	22 Oṣù Ṣẹ́rẹ́ 2020	Coronavirus: Àìsàn yíì ti ràn dé Amẹrika, Thialand àti South Korea	health
47465654	6 Oṣù Ẹrẹ̀nà 2019	Kylie Jenner ń pa $360m lọ́dún kan, tó sì ta adarí Facebook yọ	entertainment
51642796	26 Oṣù Èrèlè 2020	Sagamu: Ògo ọjọ́ iwájú ìdílé wa ni Kazeem tí àwọn SARS ṣekúpa - Iya Kazeem Tiamiyu	nigeria
49224496	4 Oṣù Ògún 2019	Texas Walmart shooting: Èèyàn ogún pàdánù èmi wọn ninu ìyibọ́npanìyàn El Paso	world
47150229	7 Oṣù Èrèlè 2019	Nigeria Election 2019:Awọn wò ní Gómìnà El Rufai n ba wi pẹlu ihalẹ 'body bag'	politics
49102384	24 Oṣù Agẹmọ 2019	Kidnapping: Aago méje alẹ́ ọjọ́ Ìṣẹ́gun làwọn agbégbọn dí ọ̀nà márosẹ̀ Ibadan	nigeria
47883243	11 Oṣù Ìgbé 2019	Oladejo Okediji, gbajúgbajà òǹkọ̀wé Yorùbá papòdà lẹ́ni ọdún 89	entertainment
50470482	20 Oṣù Bélú 2019	EFCC: Akinwumi Sorinmade ni orúkọ tí Aroke ń lo ni ilé ìfowópamọ	nigeria
51239457	24 Oṣù Ṣẹ́rẹ́ 2020	World Education Day: Wo ọmọ ogún ọdún tí kò lè ka lẹ́tà ''A'' dé ''Z''	world
48010913	22 Oṣù Ìgbé 2019	Faye Mooney: Ìlú Eko ló ti lọ sóde àríyá ní Kaduna ni wọ́n yìnbọn fun	nigeria
47860936	8 Oṣù Ìgbé 2019	Ido-Ani Robbery: Àwọn adigunjalè pa ènìyàn mẹ́fà ní báńkì kan nìpínlẹ̀ Ondo	nigeria
46773604	6 Oṣù Ṣẹ́rẹ́ 2019	Dino Melaye: Mí ò sí lára àwọn aṣòfin tó bú Buhari	politics
49303340	10 Oṣù Ògún 2019	Eid-il Kabir: Iléẹjọ́ f'òfin de Oluwo pé kò gbọdọ̀ darí ìrun ní 'EID' lọ́dún Iléyá	entertainment
51485229	13 Oṣù Èrèlè 2020	Bayelsa Guber update: Atiku ní àwọn adájọ́ fihàn pé ọwọ́ aráàlú lagbára sì wà	politics
50543144	25 Oṣù Bélú 2019	Sẹ́ríkí Fúlàní ní ìpínlẹ̀ Ọṣun ní kò sí ìdí fún àwọn darandaran láti kúrò l'Ọ́ṣun	nigeria
47695695	26 Oṣù Ẹrẹ̀nà 2019	Election Tribunal: Ẹ̀rù tó ń ba APC ni wọ́n ṣe kọ̀wé sáwọn ọ̀tẹlẹ̀múyẹ́	politics
48677730	23 Oṣù Èrèlè 2020	Ìtàn Mánigbàgbé: Oyenusi ní òun kò bá tí digunjalè, táwọn òbí òun bá lágbára láti rán òun níléèwé	entertainment
50900310	24 Oṣù Ọ̀pẹ̀ 2019	Bánkì tó bá kọ láti tẹlé ìlànà CBN tuntun, ₦2m ní yóò fí gbára	nigeria
48965118	12 Oṣù Agẹmọ 2019	Afenifere: Àsìkò tó tá tako ìkọlù darandaran nílẹ̀ Yorùbá	nigeria
47663955	22 Oṣù Ẹrẹ̀nà 2019	Nigeria vs Seychelles: Ikọ Super Eagles bori Seychelles pẹ̀lú 3-1 nínú ìfẹsẹ̀wọnsẹ̀ AFCON	sport
50537750	24 Oṣù Bélú 2019	Food Poison: Oúnjẹ márùn-ún tó lè ṣekú pa'ni kíákíá	health
50217404	29 Oṣù Ọ̀wàrà 2019	Viemens Bamfo: Ọmọ ọdún méjìlá tó gbèlé kẹ́kọ̀ọ́ dì àpéwò bó tí ṣé wọ ilé ẹ́kọ́ fásítì Ghana	africa
49280379	8 Oṣù Ògún 2019	Sunday Igboho: Ifayẹmi Ẹlẹbubọn ní àgbààgbà Yorùbá yẹ kó pe àpérò lórí ìmọ̀ràn Igboho láti rẹ́yìn àjínigbé	nigeria
46750572	29 Oṣù Ẹ̀bibi 2019	Nigeria Swearing in 2019: Kà nípa gómìnà tuntun ni Kwara	politics
49712232	17 Oṣù Owewe 2019	Yollywood: Lizzy Anjorin tí fi ìwé ìpẹ̀jọ́ ránsẹ́ sí Toyin Abraham	entertainment
50959440	31 Oṣù Ọ̀pẹ̀ 2019	2020 Countdown: Àwọn orílẹ̀-èdè tó ti ṣáájú Nàìjíríà wọ ọdún 2020	nigeria
49513702	29 Oṣù Ògún 2019	Ọmọ́táyọ̀ Olútóyè: Àwọn ǹkan tó yẹ kí ẹ mọ̀ nípa Ọ̀jọ̀gbọ́n obìnrin àkọ́kọ́ nínú ẹ̀kọ́ èdè Yorùbá lágbàyé	entertainment
48623536	13 Oṣù Òkúdu 2019	Ikú Dagunro: Sajẹ ní èèyàn tó ṣe gbáralé ni Dagunro, ọ̀pọ̀ èèyàn ló dìde láti ara rẹ̀	entertainment
46616135	19 Oṣù Ọ̀pẹ̀ 2018	LASEMA: kí àwọn ará ìlú tó ba kẹ́fin oníṣẹ́ ibi tètè máa jáde sọ̀rọ̀	nigeria
50883697	23 Oṣù Ọ̀pẹ̀ 2019	Yoruba Film: Ẹ wo ohun táwọn òṣèré tíàtà ń sọ nípa Alabi Yellow tó d'olóògbé	entertainment
48789410	27 Oṣù Òkúdu 2019	YCE Crisis: Kunle Olajide ní áwọn tó déte yíyọ òun ní ákọ̀wé YCE kò lẹ́nu ńbẹ̀	nigeria
49274485	8 Oṣù Ògún 2019	Shiite: Ìjọba Kaduna ní òun yóò pe ẹjọ́ láti tako El-Zakzaky tó fẹ́ gba ìtọ́jú ní India	nigeria
50157723	23 Oṣù Ọ̀wàrà 2019	Ibadan Drivers Clash: Àjọ OYRTMA sọ ohun tó fa wàhálà láàrín àwọn awakọ̀	nigeria
48879779	5 Oṣù Agẹmọ 2019	Libya Explosion: Èèyàn 44 ló bá ìṣẹ̀lẹ̀ náà rìn lápapọ̀	africa
46969360	23 Oṣù Ṣẹ́rẹ́ 2019	Fayemi: Ẹ̀sùn àjẹbánu àti lílo owó básubàsu la fi kàn wọn	politics
48576930	10 Oṣù Òkúdu 2019	8th Assembly: Saraki pín owó ìyọ̀nda rẹ̀ fún ẹbí Leah Sharibu àtàwọn míì	politics
46277688	21 Oṣù Bélú 2018	Ọlọpaa ni Abdullahi tó fipá bá ọmọdékùnrin méjì lò yoo foju ba ilẹ ẹjọ́	nigeria
51137719	16 Oṣù Ṣẹ́rẹ́ 2020	Biafra at 50: Umar ní àwọn tó ń bèèrè fún ogun kò mọ bí ogun ṣe rí ni	nigeria
51595689	22 Oṣù Èrèlè 2020	Amotekun: Miyetti Allah ní òun yóò péjú síbi ìpàdé ìta gbangba lọ́jọ́ Ajé láti sọ tẹnu òun	nigeria
47600856	17 Oṣù Ẹrẹ̀nà 2019	HIV/AIDS: Ìjọba Nàìjíríà gbé èsì ìwadìí tuntun jáde lóríi ọwọ́jà HIV/AIDS	health
49548593	2 Oṣù Owewe 2019	"Xenophobic Attack:Àwọn ọmọ Naijiria sọ fun South Africa pé ""Ó tó gẹ́"""	africa
50944241	30 Oṣù Ọ̀pẹ̀ 2019	Texas Shooting: Ìsìn dàrú lẹ́yìn t'ágbébọn pàyàn méjì ní ṣọ́ọ̀ṣì	world
46745005	3 Oṣù Ṣẹ́rẹ́ 2019	Ẹbí Melaye: Ẹ̀rù ń bá wá lóri ilera Dino, ìgbésẹ̀ ọlọ́páà sì jẹ́ ìpálara fún	politics
46534676	12 Oṣù Ọ̀pẹ̀ 2018	Ìwé àdéhùn: Àwa olùdíje jẹ́ẹ̀jẹ́ láti se ìpolongo ìbò láì lọ́wọ́ ẹ̀sìn àti ẹ̀yà nínú	politics
46881537	15 Oṣù Ṣẹ́rẹ́ 2019	Ogun 2019: Ladi Adebutu ní ìdájọ́ iléẹjọ́ kò ní nǹkan se pẹ̀lú òun	politics
49521082	30 Oṣù Ògún 2019	Kìí ṣe gbájúẹ̀ nìkan lọmọ Nàìjá ń ṣe lókè òkun, Yoruba ń mókè, wọ́n ń gbéṣẹ́ ńlá ṣe	nigeria
49561067	3 Oṣù Owewe 2019	Ọlọ́kadà Jigawa: Ìjọba Eko ti wá mọ́lé lọ́nà àìtọ́, a fẹ́ owó ‘gbà má bínú’	nigeria
50420358	14 Oṣù Bélú 2019	Europe Returnee: Fatmata ní oṣù mẹ́fà ni wọn fi bá òun ṣùn ní aṣálẹ̀ Sahara	world
50172084	24 Oṣù Ọ̀wàrà 2019	Rice: Kò sí ìrẹsì lọjà mọ látàrí ibodè ti ìjọba tì pa - Ọlọja	nigeria
47743952	29 Oṣù Ẹrẹ̀nà 2019	Owanbẹ: Gari Ijẹbu, bọ̀ọ̀lì àtàwọn oúnjẹ lágbo ayẹyẹ 'owanbẹ' báyìí	entertainment
49902928	2 Oṣù Ọ̀wàrà 2019	Rwanda: Awakọ̀ 700 kò sí panpẹ òfin, 191 ṣẹwọn lórí ẹsùn wiwakọ lẹyìn tí wọ́n mọtí	africa
49108347	25 Oṣù Agẹmọ 2019	Google Map: Ànfààní wo ló wà nínú lílo ẹ̀rọ̀ ajuwe ọnà pẹ̀l'óhùn Nàìjíríà?	nigeria
46495948	9 Oṣù Ọ̀pẹ̀ 2018	Aminat Abiodun: Òun ni Iyalode kẹtàlá, tó sì ń gun àkàsọ̀ láti ọdun 1971	entertainment
47458578	5 Oṣù Ẹrẹ̀nà 2019	Elections Update 2019: Ẹ fún wa ní ìbò wa lẹgbẹ́ PDP ń kigbe	politics
47600818	17 Oṣù Ẹrẹ̀nà 2019	Bàbá tó pokùnso: Ọmọ ọdún mẹ́jọ ni ọmọdébìnrin tí baba rẹ̀ bá seré oge	nigeria
47898722	11 Oṣù Ìgbé 2019	Abiola Ajimobi: Bàbá mi jẹ́ aránsọ, ìyá mi sì jẹ́ ọlọ́jà wóróbo	entertainment
50489888	20 Oṣù Bélú 2019	Ibadan Oba Crisis: Lekan Balogun ní ìjọba kò pe àwọn sípàdé kó tó gbé ẹjọ́ kúrò nílé ẹjọ́	nigeria
51602625	23 Oṣù Èrèlè 2020	SARS: Ẹgbẹ́ agbábọ́ọ̀lù Remo Stars ní ikọ̀ SARS ló pa agbábọ́ọ́lú òun	sport
47383960	27 Oṣù Èrèlè 2019	Election Update 2019: Sowore dẹ́bi aijáde dibo àwọn èèyàn rú ìhàlẹ̀ Buhari	politics
51004224	6 Oṣù Ṣẹ́rẹ́ 2020	Electricity tariff hike: Àfikún owó iná mọ̀nàmọ́ná dàbí jíja ọmọ Nàíjíríà lólè	nigeria
47451741	5 Oṣù Ẹrẹ̀nà 2019	Election update 2019: Àgbère ẹgbẹ́ ló wà nídìí ọ̀rọ̀ Amosun àti APC - Jiti Ogunye	politics
46834230	12 Oṣù Ṣẹ́rẹ́ 2019	#BeyondFakeNews: Ẹ ta kété sí ìròyìn òfégè	nigeria
46722891	1 Oṣù Ṣẹ́rẹ́ 2019	Awakọ̀ àti ọmọ mẹta mọribọ nínú ìjàmbá ọkọ l'Eko	nigeria
47341568	23 Oṣù Èrèlè 2019	Nigeria Election 2019: Báwo ni ìdìbò ònì yóò ṣe lọ?	politics
51610455	24 Oṣù Èrèlè 2020	Tiamiyu Kazeem: Ọlọ́páà kò lẹ́tọ̀ọ́ láti fìyà jẹ ará ìlú tó bá wọ aṣọ ológun - Amofin	nigeria
49627707	8 Oṣù Owewe 2019	Xenophobia: Àwọn ọ̀dọ́ kan ń ṣèwọ́de láti pè fún lílé àwọnjì kúrò ní South Africa	africa
50385276	12 Oṣù Bélú 2019	#VerifiedTacha: Àwọn mánigbàgbé tí Olùdásílẹ̀ Twitter Jack Dorsey ṣé làsìkò ìrìnàjò rẹ sí Áfríkà	entertainment
48872290	4 Oṣù Agẹmọ 2019	Rape: Ajàfẹ́tọ̀ọ́ ẹni sọ pé inú opó ni ìyá ọmọbìnrin náà wà nígbà tí wọn fipá ba lòpọ̀	nigeria
48313782	17 Oṣù Ẹ̀bibi 2019	Facebook: Naijiria wà lára àwọn orílẹ̀èdè tó ní ojú òpó ayédèrú	entertainment
50734860	11 Oṣù Ọ̀pẹ̀ 2019	Ọkùnrin 26 tó múra bí obìnrin tó lọ àpèjẹ ọjọ́ ìbí wọ̀ gau ọlọ́pàá Sharia ní Kano	nigeria
48477198	31 Oṣù Ẹ̀bibi 2019	Oyo: Bisi Ilaka ní ìdìbò àwọn alága ìjọba ìbílẹ̀ lòdì sófin	politics
46374754	28 Oṣù Bélú 2018	Òṣìṣẹ́ ìjọba ẹ̀ni ọdún mọ́kàndínláàdọ́ta pokùn so ní Ekiti	nigeria
47426111	2 Oṣù Ẹrẹ̀nà 2019	2019 Election: Àwọn oloṣelu tó yege àti àwọn to fidirẹmi	politics
50200661	27 Oṣù Ọ̀wàrà 2019	Ẹ wo ǹkan tí àwọn ènìyàn ń sọ nípa Tiwa Savage àti Wizkid tó fẹnu ko ara wọn	entertainment
46423372	3 Oṣù Ọ̀pẹ̀ 2018	NLC: Ìjọba àpapọ̀ ń tán wa ní sùúrù pẹ̀lú bó se dákẹ́ lórí owó osù tuntun	nigeria
48501442	4 Oṣù Òkúdu 2019	Curruption Scandal: Ọ̀gá NIMASA tẹ́lẹ̀ r'ẹ́wọ̀n ọdún méjìlélógójì he	nigeria
47269789	17 Oṣù Èrèlè 2019	Iléeṣẹ́ ọlọ́pàá ìpínlẹ̀ Kaduna láwọn kò lè ṣọ pé èèyàn 66 kú ní Kajuru	nigeria
49963439	7 Oṣù Ọ̀wàrà 2019	World Habitat Day: 'Ìjọba, ẹ ṣèrànwọ́ fáwọn tí kò rílé gbé ní Nàìjíríà'	world
50217597	29 Oṣù Ọ̀wàrà 2019	Osogbo Police: Ọwọ́ tẹ ṣọ́jà mẹ́ta tó ya bo iléeṣẹ́ ọlọ́pàá, àwọn yókù sálọ	nigeria
47925075	14 Oṣù Ìgbé 2019	Isreal Adesanya fàgbàhàn Kelvin Gastelum ni Atlanta	sport
47866943	9 Oṣù Ìgbé 2019	Rélùwéè Eko: Alágbe tó kú náà jẹ́ ara àwọn tó ń jókòó lẹ́bàá ojú ìrìn	nigeria
47743775	30 Oṣù Ẹrẹ̀nà 2019	Court of Appeal: Ilé ẹjọ́ ní òfin kò mọ Omo-Agege, Waive gẹ́gẹ́ bíi olùdíje APC ní ìpínlẹ̀ Delta	politics
49541047	1 Oṣù Owewe 2019	Premier league: Ìjà orogún London, Arsenal ati Tottenham ranjú mọ ara wọn, ṣùgbọn iná ojú wọn kò ran tábà	sport
46201480	14 Oṣù Bélú 2018	Kí ni àìsàn ìtọ̀ ṣúgà àti ọ̀nà tí o leè gbà dènà rẹ̀?	health
49360497	15 Oṣù Ògún 2019	Child Abuse: Oyinye Mbadike ní ìbátan òun mu ọti yó ni òun ṣe dín dùǹdú ìyà fun	nigeria
